"(*sync.Pool).Get" "internal/race.Disable"
"go/types.Instantiate" "(*go/types.Checker).instance"
"go/types.Instantiate" "(*go/types.Named).TypeParams"
"go/types.Instantiate" "(*go/types.TypeParamList).list"
"go/types.Instantiate" "(*go/types.Signature).TypeParams"
"go/types.Instantiate" "(*go/types.TypeParamList).list"
"go/types.Instantiate" "fmt.Errorf"
"go/types.Instantiate" "(*go/types.Checker).verify"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "go/types.Instantiate"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "(*golang.org/x/tools/internal/gcimporter.importReader).uint64"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "(*golang.org/x/tools/internal/gcimporter.importReader).bool"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "(*golang.org/x/tools/internal/gcimporter.importReader).typ"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "go/types.NewTerm"
"(*golang.org/x/tools/internal/gcimporter.importReader).doType" "go/types.NewUnion"
"(*golang.org/x/tools/internal/gcimporter.iimporter).typAt" "(*golang.org/x/tools/internal/gcimporter.importReader).doType"
"(*golang.org/x/tools/internal/gcimporter.iimporter).typAt" "golang.org/x/tools/internal/gcimporter.canReuse"
"(*golang.org/x/tools/internal/gcimporter.importReader).typ" "(*golang.org/x/tools/internal/gcimporter.iimporter).typAt"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).typ"
"golang.org/x/tools/internal/aliases.enabled" "os.Getenv"
"golang.org/x/tools/internal/aliases.enabled" "strings.Split"
"golang.org/x/tools/internal/aliases.aliasesDefault" "(*sync.Once).Do"
"golang.org/x/tools/internal/aliases.enabled" "golang.org/x/tools/internal/aliases.aliasesDefault"
"golang.org/x/tools/internal/aliases.NewAlias" "golang.org/x/tools/internal/aliases.enabled"
"golang.org/x/tools/internal/aliases.NewAlias" "go/types.NewTypeName"
"go/types.NewAlias" "(*go/types.Checker).newAlias"
"go/types.NewAlias" "go/types.unalias"
"golang.org/x/tools/internal/aliases.newAlias" "go/types.NewAlias"
"golang.org/x/tools/internal/aliases.newAlias" "golang.org/x/tools/internal/aliases.Unalias"
"golang.org/x/tools/internal/aliases.NewAlias" "golang.org/x/tools/internal/aliases.newAlias"
"golang.org/x/tools/internal/aliases.NewAlias" "go/types.NewTypeName"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/aliases.NewAlias"
"(*golang.org/x/tools/internal/gcimporter.importReader).declare" "(*go/types.Func).Pkg"
"(*golang.org/x/tools/internal/gcimporter.importReader).declare" "(*go/types.object).Pkg"
"(*golang.org/x/tools/internal/gcimporter.importReader).declare" "(*go/types.Package).Scope"
"(*golang.org/x/tools/internal/gcimporter.importReader).declare" "(*go/types.Scope).Insert"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).declare"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).typ"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).int64"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.TypeParam).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Tuple).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Basic).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Signature).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Named).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Union).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Interface).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Struct).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Pointer).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Array).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Alias).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Slice).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Map).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Chan).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(golang.org/x/tools/internal/gcimporter.anyType).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Basic).Info"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).bool"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "go/constant.MakeBool"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).string"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "go/constant.MakeString"
"golang.org/x/tools/internal/gcimporter.intSize" "(*go/types.Basic).Info"
"golang.org/x/tools/internal/gcimporter.intSize" "(*go/types.Basic).Kind"
"golang.org/x/tools/internal/gcimporter.intSize" "(*go/types.Basic).Info"
"golang.org/x/tools/internal/gcimporter.intSize" "(*go/types.Basic).Kind"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "golang.org/x/tools/internal/gcimporter.intSize"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "(*bytes.Reader).ReadByte"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "(*math/big.Int).SetInt64"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "io.ReadFull"
"(math/big.nat).setBytes" "(math/big.nat).make"
"math/big.bigEndianWord" "(encoding/binary.bigEndian).Uint64"
"math/big.bigEndianWord" "(encoding/binary.bigEndian).Uint32"
"(math/big.nat).setBytes" "math/big.bigEndianWord"
"(math/big.nat).setBytes" "(math/big.nat).norm"
"(*math/big.Int).SetBytes" "(math/big.nat).setBytes"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "(*math/big.Int).SetBytes"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpint" "(*math/big.Int).Neg"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).mpint"
"go/constant.Make" "go/constant.makeInt"
"go/constant.Make" "go/constant.makeRat"
"go/constant.Make" "go/constant.makeFloat"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "go/constant.Make"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat" "(*golang.org/x/tools/internal/gcimporter.importReader).mpint"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat" "(*math/big.Float).SetInt"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat" "(*math/big.Float).Sign"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat" "(*golang.org/x/tools/internal/gcimporter.importReader).int64"
"(*math/big.Float).SetMantExp" "(*math/big.Float).validate"
"(*math/big.Float).SetMantExp" "(*math/big.Float).validate"
"(*math/big.Float).SetMantExp" "(*math/big.Float).Copy"
"(*math/big.Float).SetMantExp" "(*math/big.Float).setExpAndRound"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat" "(*math/big.Float).SetMantExp"
"(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat" "go/constant.Make"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*golang.org/x/tools/internal/gcimporter.importReader).mpfloat"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "go/constant.MakeImag"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "go/constant.BinaryOp"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "(*go/types.Basic).Kind"
"(*golang.org/x/tools/internal/gcimporter.importReader).value" "go/constant.MakeUnknown"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).value"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewConst"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).declare"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewTypeName"
"go/types.NewNamed" "go/types.asNamed"
"go/types.NewNamed" "(*go/types.Checker).newNamed"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewNamed"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).declare"
"(*golang.org/x/tools/internal/gcimporter.importReader).tparamList" "(*golang.org/x/tools/internal/gcimporter.importReader).uint64"
"(*golang.org/x/tools/internal/gcimporter.importReader).tparamList" "(*golang.org/x/tools/internal/gcimporter.importReader).typ"
"(*golang.org/x/tools/internal/gcimporter.importReader).tparamList" "golang.org/x/tools/internal/aliases.Unalias"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).tparamList"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).signature"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewFunc"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).declare"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).tparamList"
"(*go/types.Named).SetTypeParams" "go/types.assert"
"(*go/types.Named).SetTypeParams" "(*go/types.Named).resolve"
"(*go/types.Named).SetTypeParams" "go/types.bindTParams"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Named).SetTypeParams"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).uint64"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.iimporter).typAt"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.TypeParam).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Tuple).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Basic).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Signature).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Named).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Union).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Interface).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Struct).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Pointer).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Array).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Alias).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Slice).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Map).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Chan).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(golang.org/x/tools/internal/gcimporter.anyType).Underlying"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Named).SetUnderlying"
"golang.org/x/tools/internal/gcimporter.isInterface" "golang.org/x/tools/internal/aliases.Unalias"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/gcimporter.isInterface"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).uint64"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).pos"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).ident"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).param"
"golang.org/x/tools/internal/typesinternal.ReceiverNamed" "(*go/types.object).Type"
"golang.org/x/tools/internal/typesinternal.ReceiverNamed" "golang.org/x/tools/internal/aliases.Unalias"
"golang.org/x/tools/internal/typesinternal.ReceiverNamed" "(*go/types.Pointer).Elem"
"golang.org/x/tools/internal/typesinternal.ReceiverNamed" "golang.org/x/tools/internal/aliases.Unalias"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/typesinternal.ReceiverNamed"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Named).TypeArgs"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.TypeList).Len"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.TypeList).Len"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).signature"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewFunc"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Named).AddMethod"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.TypeList).At"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/aliases.Unalias"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).typ"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewVar"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).declare"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/gcimporter.errorf"
"golang.org/x/tools/internal/gcimporter.tparamName" "strings.LastIndex"
"golang.org/x/tools/internal/gcimporter.tparamName" "golang.org/x/tools/internal/gcimporter.errorf"
"golang.org/x/tools/internal/gcimporter.tparamName" "strings.HasPrefix"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/gcimporter.tparamName"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewTypeName"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "go/types.NewTypeParam"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).bool"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*golang.org/x/tools/internal/gcimporter.importReader).typ"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/aliases.Unalias"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.importReader).obj" "(*go/types.Interface).MarkImplicit"
"(*golang.org/x/tools/internal/gcimporter.iimporter).doDecl" "(*golang.org/x/tools/internal/gcimporter.importReader).obj"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*golang.org/x/tools/internal/gcimporter.iimporter).doDecl"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Package).MarkComplete"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.TypeParam).SetConstraint"
"(*go/types.Interface).Complete" "(*go/types.Interface).typeSet"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Interface).Complete"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.TypeParam).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Tuple).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Basic).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Signature).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Named).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Union).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Interface).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Struct).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Pointer).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Array).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Alias).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Slice).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Map).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Chan).Underlying"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Interface).Complete"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.operand).convertibleTo$1"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(*go/types.Checker).incomparableCause$1"
"golang.org/x/tools/internal/gcimporter.iimportCommon" "(golang.org/x/tools/internal/gcimporter.anyType).Underlying"
"golang.org/x/tools/internal/gcimporter.IImportData" "golang.org/x/tools/internal/gcimporter.iimportCommon"
"golang.org/x/tools/go/gcexportdata.Read" "golang.org/x/tools/internal/gcimporter.IImportData"
"golang.org/x/tools/internal/gcimporter.UImportData" "golang.org/x/tools/internal/gcimporter.UImportData$1"
"golang.org/x/tools/internal/gcimporter.UImportData" "strings.LastIndex"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "strings.NewReader"
"encoding/binary.Read" "encoding/binary.intDataSize"
"encoding/binary.Read" "io.ReadFull"
"encoding/binary.Read" "reflect.ValueOf"
"encoding/binary.Read" "(reflect.Value).Kind"
"(*encoding/binary.decoder).value" "(reflect.Value).Kind"
"(*encoding/binary.decoder).value" "(reflect.Value).Len"
"(*encoding/binary.decoder).value" "(reflect.Value).Type"
"(*encoding/binary.decoder).value" "(reflect.Value).NumField"
"(*encoding/binary.decoder).value" "(reflect.Value).Index"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).value"
"(*encoding/binary.decoder).value" "(reflect.Value).Len"
"(*encoding/binary.decoder).value" "(reflect.Value).Field"
"(*encoding/binary.decoder).value" "(reflect.Value).CanSet"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).value"
"encoding/binary.dataSize" "(reflect.Value).Kind"
"encoding/binary.dataSize" "(reflect.Value).Type"
"encoding/binary.dataSize" "(*reflect.rtype).Elem"
"encoding/binary.sizeof" "(*reflect.rtype).Kind"
"encoding/binary.sizeof" "(*reflect.rtype).Elem"
"encoding/binary.sizeof" "encoding/binary.sizeof"
"encoding/binary.sizeof" "(*reflect.rtype).NumField"
"(*reflect.rtype).Len" "(*reflect.rtype).Kind"
"(*reflect.rtype).Len" "(*reflect.rtype).String"
"encoding/binary.sizeof" "(*reflect.rtype).Len"
"(*reflect.rtype).Size" "(*internal/abi.Type).Size"
"encoding/binary.sizeof" "(*reflect.rtype).Size"
"encoding/binary.sizeof" "(*reflect.rtype).Field"
"encoding/binary.sizeof" "encoding/binary.sizeof"
"encoding/binary.dataSize" "encoding/binary.sizeof"
"encoding/binary.dataSize" "(reflect.Value).Type"
"encoding/binary.dataSize" "(*sync.Map).Load"
"encoding/binary.dataSize" "(reflect.Value).Len"
"encoding/binary.dataSize" "(reflect.Value).IsValid"
"encoding/binary.dataSize" "encoding/binary.sizeof"
"encoding/binary.dataSize" "(*sync.Map).Store"
"encoding/binary.dataSize" "(reflect.Value).Type"
"encoding/binary.dataSize" "encoding/binary.sizeof"
"(*encoding/binary.decoder).skip" "encoding/binary.dataSize"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).skip"
"(*encoding/binary.decoder).value" "(*reflect.rtype).Field"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).bool"
"(*encoding/binary.decoder).value" "(reflect.Value).SetBool"
"(*encoding/binary.decoder).value" "(reflect.Value).Index"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).value"
"(*encoding/binary.decoder).int8" "(*encoding/binary.decoder).uint8"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).int8"
"(*encoding/binary.decoder).value" "(reflect.Value).SetInt"
"(*encoding/binary.decoder).uint16" "(encoding/binary.littleEndian).Uint16"
"(*encoding/binary.decoder).int16" "(*encoding/binary.decoder).uint16"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).int16"
"(*encoding/binary.decoder).value" "(reflect.Value).SetInt"
"(*encoding/binary.decoder).uint32" "(encoding/binary.littleEndian).Uint32"
"(*encoding/binary.decoder).int32" "(*encoding/binary.decoder).uint32"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).int32"
"(*encoding/binary.decoder).value" "(reflect.Value).SetInt"
"(*encoding/binary.decoder).uint64" "(encoding/binary.littleEndian).Uint64"
"(*encoding/binary.decoder).int64" "(*encoding/binary.decoder).uint64"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).int64"
"(*encoding/binary.decoder).value" "(reflect.Value).SetInt"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint8"
"(*encoding/binary.decoder).value" "(reflect.Value).SetUint"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint16"
"(*encoding/binary.decoder).value" "(reflect.Value).SetUint"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint32"
"(*encoding/binary.decoder).value" "(reflect.Value).SetUint"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint64"
"(*encoding/binary.decoder).value" "(reflect.Value).SetUint"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint32"
"(*encoding/binary.decoder).value" "math.Float32frombits"
"(*encoding/binary.decoder).value" "(reflect.Value).SetFloat"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint64"
"(*encoding/binary.decoder).value" "math.Float64frombits"
"(*encoding/binary.decoder).value" "(reflect.Value).SetFloat"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint32"
"(*encoding/binary.decoder).value" "math.Float32frombits"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint32"
"(*encoding/binary.decoder).value" "math.Float32frombits"
"(*encoding/binary.decoder).value" "(reflect.Value).SetComplex"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint64"
"(*encoding/binary.decoder).value" "math.Float64frombits"
"(*encoding/binary.decoder).value" "(*encoding/binary.decoder).uint64"
"(*encoding/binary.decoder).value" "math.Float64frombits"
"(*encoding/binary.decoder).value" "(reflect.Value).SetComplex"
"encoding/binary.Read" "(*encoding/binary.decoder).value"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint16"
"encoding/binary.Read" "io.ReadFull"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint16"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint64"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint32"
"encoding/binary.Read" "math.Float32frombits"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint32"
"encoding/binary.Read" "reflect.TypeOf"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint64"
"encoding/binary.Read" "encoding/binary.dataSize"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint64"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint32"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint32"
"encoding/binary.Read" "math.Float32frombits"
"encoding/binary.Read" "encoding/binary.dataSize"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint64"
"encoding/binary.Read" "math.Float64frombits"
"encoding/binary.Read" "errors.New"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint16"
"encoding/binary.Read" "(*reflect.rtype).String"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint16"
"encoding/binary.Read" "math.Float64frombits"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint32"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint64"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint32"
"encoding/binary.Read" "(reflect.Value).Elem"
"encoding/binary.Read" "(encoding/binary.littleEndian).Uint64"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "encoding/binary.Read"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "golang.org/x/tools/internal/pkgbits.assert"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "encoding/binary.Read"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "golang.org/x/tools/internal/pkgbits.assert"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "encoding/binary.Read"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "golang.org/x/tools/internal/pkgbits.assert"
"(*strings.Reader).Seek" "errors.New"
"(*strings.Reader).Seek" "errors.New"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "(*strings.Reader).Seek"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "golang.org/x/tools/internal/pkgbits.assert"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "golang.org/x/tools/internal/pkgbits.assert"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "encoding/binary.Read"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "golang.org/x/tools/internal/pkgbits.assert"
"golang.org/x/tools/internal/pkgbits.NewPkgDecoder" "fmt.Errorf"
"golang.org/x/tools/internal/gcimporter.UImportData" "golang.org/x/tools/internal/pkgbits.NewPkgDecoder"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NumElems"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NumElems"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NumElems"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/gcimporter.fakeFileSet).setLines"
"golang.org/x/tools/internal/pkgbits.errorf" "fmt.Errorf"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).AbsIdx" "golang.org/x/tools/internal/pkgbits.errorf"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).DataIdx" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).AbsIdx"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).DataIdx"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "strings.NewReader"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "(*strings.Reader).Seek"
"golang.org/x/tools/internal/pkgbits.readUvarint" "(*strings.Reader).ReadByte"
"(*golang.org/x/tools/internal/pkgbits.Decoder).rawUvarint" "golang.org/x/tools/internal/pkgbits.readUvarint"
